Id,Weekly_Sales
19_24_2013-01-25,3150.9643
19_24_2013-02-01,4062.5163
19_24_2013-02-08,4181.6009
19_24_2013-02-15,5215.71525
19_24_2013-02-22,4721.91545
19_24_2013-03-01,4574.01655
19_24_2013-03-08,4858.3722
19_24_2013-03-15,5279.3564
19_24_2013-03-22,5436.1356
19_24_2013-03-29,5741.50085
19_24_2013-04-05,5139.25775
19_24_2013-04-12,4996.4962
19_24_2013-04-19,5166.2607
19_24_2013-04-26,4725.54575
19_24_2013-05-03,5163.46715
19_24_2013-05-10,5150.8982
19_24_2013-05-17,5238.4584
19_24_2013-05-24,5346.6659
19_24_2013-05-31,5292.39745
19_24_2013-06-07,5184.56325
19_24_2013-06-14,5278.1636
19_24_2013-06-21,5010.4061
19_24_2013-06-28,4982.14115
19_24_2013-07-05,5490.1763
19_24_2013-07-12,4871.9411
19_24_2013-07-19,5458.05125
19_24_2013-07-26,5630.93195
19_25_2012-11-02,12412.2618
19_25_2012-11-09,12457.09005
19_25_2012-11-16,12416.8473
19_25_2012-11-23,13610.08885
19_25_2012-11-30,12183.16495
19_25_2012-12-07,15805.2098
19_25_2012-12-14,14677.9977
19_25_2012-12-21,18619.041
19_25_2012-12-28,12609.66525
19_25_2013-01-04,10825.44195
19_25_2013-01-11,8415.7148
19_25_2013-01-18,12055.27055
19_25_2013-01-25,8583.45445
19_25_2013-02-01,9474.61035
19_25_2013-02-08,9421.5668
19_25_2013-02-15,11338.6687
19_25_2013-02-22,10091.07495
19_25_2013-03-01,12249.6792
19_25_2013-03-08,10848.14405
19_25_2013-03-15,12713.9353
19_25_2013-03-22,13009.80215
19_25_2013-03-29,13649.81735
19_25_2013-04-05,12566.16265
19_25_2013-04-12,12877.547
19_25_2013-04-19,13160.6435
19_25_2013-04-26,12346.40365
19_25_2013-05-03,11904.6257
19_25_2013-05-10,12639.8249
19_25_2013-05-17,12774.17185
19_25_2013-05-24,12540.53885
19_25_2013-05-31,13251.7503
19_25_2013-06-07,12017.5164
19_25_2013-06-14,12354.4653
19_25_2013-06-21,11956.3398
19_25_2013-06-28,11438.80245
19_25_2013-07-05,12101.0766
19_25_2013-07-12,11541.19655
19_25_2013-07-19,12607.2383
19_25_2013-07-26,13060.9739
19_26_2012-11-02,7649.37
19_26_2012-11-09,8124.18145
19_26_2012-11-16,7942.4614
19_26_2012-11-23,12593.27115
19_26_2012-11-30,8811.92525
19_26_2012-12-07,10412.5904
19_26_2012-12-14,10434.08125
19_26_2012-12-21,12071.0334
19_26_2012-12-28,5604.1834
19_26_2013-01-04,4759.0762
19_26_2013-01-11,5652.9272
19_26_2013-01-18,7067.6558
19_26_2013-01-25,5702.8278
19_26_2013-02-01,6939.08995
19_26_2013-02-08,7358.2231
19_26_2013-02-15,8098.08675
19_26_2013-02-22,7762.33095
19_26_2013-03-01,7879.52975
19_26_2013-03-08,7617.8328
19_26_2013-03-15,8090.31175
19_26_2013-03-22,7996.58735
19_26_2013-03-29,8520.2138
19_26_2013-04-05,7843.2544
19_26_2013-04-12,7851.30905
19_26_2013-04-19,8098.519
19_26_2013-04-26,7265.57205
19_26_2013-05-03,7156.1911
19_26_2013-05-10,7392.26125
19_26_2013-05-17,7367.29465
19_26_2013-05-24,7419.48335
19_26_2013-05-31,7589.03435
19_26_2013-06-07,7366.43725
19_26_2013-06-14,7377.09825
19_26_2013-06-21,7129.55005
19_26_2013-06-28,6683.73415
19_26_2013-07-05,7397.54515
19_26_2013-07-12,6865.30075
19_26_2013-07-19,7603.33975
19_26_2013-07-26,8117.2212
19_27_2012-11-02,2291.02405
19_27_2012-11-09,2692.07035
19_27_2012-11-16,2359.7863
19_27_2012-11-23,3960.5933
19_27_2012-11-30,3291.61295
19_27_2012-12-07,3391.64755
19_27_2012-12-14,4369.18645
19_27_2012-12-21,6354.8447
19_27_2012-12-28,3016.21225
19_27_2013-01-04,2600.2411
19_27_2013-01-11,2349.5162
19_27_2013-01-18,2456.8482
19_27_2013-01-25,2493.26705
19_27_2013-02-01,2266.35145
19_27_2013-02-08,2391.06175
19_27_2013-02-15,2689.1724
19_27_2013-02-22,2518.3933
19_27_2013-03-01,2395.47535
19_27_2013-03-08,2147.15945
19_27_2013-03-15,2359.7602
19_27_2013-03-22,2548.2485
19_27_2013-03-29,2696.82925
19_27_2013-04-05,2438.27335
19_27_2013-04-12,2265.7644
19_27_2013-04-19,2218.15065
19_27_2013-04-26,2411.62655
19_27_2013-05-03,1834.2145
19_27_2013-05-10,1847.325
19_27_2013-05-17,1943.12755
19_27_2013-05-24,2021.9233
19_27_2013-05-31,2048.5088
19_27_2013-06-07,1954.8342
19_27_2013-06-14,1935.41195
19_27_2013-06-21,1836.77125
19_27_2013-06-28,1552.0087
19_27_2013-07-05,1763.5208
19_27_2013-07-12,1548.5183
19_27_2013-07-19,1939.0875
19_27_2013-07-26,2047.9915
19_28_2012-11-02,835.10095
19_28_2012-11-09,1013.03555
19_28_2012-11-16,986.22405
19_28_2012-11-23,1011.48175
19_28_2012-11-30,970.63345
19_28_2012-12-07,1179.5465
19_28_2012-12-14,1085.08125
19_28_2012-12-21,1049.4293
19_28_2012-12-28,822.48575
19_28_2013-01-04,805.67995
19_28_2013-01-11,967.99665
19_28_2013-01-18,830.7267
19_28_2013-01-25,791.84225
19_28_2013-02-01,871.68385
19_28_2013-02-08,843.2028
19_28_2013-02-15,852.3832
19_28_2013-02-22,759.69965
19_28_2013-03-01,941.7754
19_28_2013-03-08,815.2655
19_28_2013-03-15,858.4331
19_28_2013-03-22,827.52675
19_28_2013-03-29,835.60325
19_28_2013-04-05,801.57835
19_28_2013-04-12,761.05485
19_28_2013-04-19,889.9268
19_28_2013-04-26,863.2845
19_28_2013-05-03,638.7762
19_28_2013-05-10,632.634
19_28_2013-05-17,695.67885
19_28_2013-05-24,653.7054
19_28_2013-05-31,715.62105
19_28_2013-06-07,612.6018
19_28_2013-06-14,635.7912
19_28_2013-06-21,572.6644
19_28_2013-06-28,457.24245
19_28_2013-07-05,554.9602
19_28_2013-07-12,471.83545
19_28_2013-07-19,662.378
19_28_2013-07-26,692.26505
19_29_2012-11-02,5596.78875
19_29_2012-11-09,6129.1087
19_29_2012-11-16,5923.10175
19_29_2012-11-23,8409.3252
19_29_2012-11-30,6261.06705
19_29_2012-12-07,7266.399
19_29_2012-12-14,8892.3158
19_29_2012-12-21,13484.2123
19_29_2012-12-28,6980.0301
19_29_2013-01-04,5447.14365
19_29_2013-01-11,4791.29815
19_29_2013-01-18,5425.71885
19_29_2013-01-25,4414.79365
19_29_2013-02-01,5675.18975
19_29_2013-02-08,6455.1954
19_29_2013-02-15,6615.78905
19_29_2013-02-22,6151.86625
19_29_2013-03-01,5704.7326
19_29_2013-03-08,5674.7997
19_29_2013-03-15,5593.1051
19_29_2013-03-22,5643.85725
19_29_2013-03-29,5843.4739
19_29_2013-04-05,5667.6222
19_29_2013-04-12,5547.41865
19_29_2013-04-19,5725.96295
19_29_2013-04-26,5508.92535
19_29_2013-05-03,5532.45125
19_29_2013-05-10,5517.92285
19_29_2013-05-17,5139.1706
19_29_2013-05-24,5489.3075
19_29_2013-05-31,5601.61535
19_29_2013-06-07,5497.2868
19_29_2013-06-14,5484.1663
19_29_2013-06-21,5470.84065
19_29_2013-06-28,5621.2748
19_29_2013-07-05,5672.80465
19_29_2013-07-12,5653.03265
19_29_2013-07-19,5687.8188
19_29_2013-07-26,5517.86095
19_30_2012-11-02,4104.0686
19_30_2012-11-09,4138.51995
19_30_2012-11-16,3314.04585
19_30_2012-11-23,3447.6775
19_30_2012-11-30,3416.4256
19_30_2012-12-07,3853.595
19_30_2012-12-14,3549.1615
19_30_2012-12-21,3929.037
19_30_2012-12-28,3566.725
19_30_2013-01-04,3240.759
19_30_2013-01-11,2897.7398
19_30_2013-01-18,4030.1561
19_30_2013-01-25,3233.4346
19_30_2013-02-01,3748.4272
19_30_2013-02-08,3906.59135
19_30_2013-02-15,4016.05345
19_30_2013-02-22,4093.35175
19_30_2013-03-01,4119.0028
19_30_2013-03-08,4101.97995
19_30_2013-03-15,4478.59825
19_30_2013-03-22,4232.64745
19_30_2013-03-29,4422.976
19_30_2013-04-05,4454.87645
19_30_2013-04-12,4326.679
19_30_2013-04-19,4252.67695
19_30_2013-04-26,3653.6448
19_30_2013-05-03,4421.6656
19_30_2013-05-10,4275.84755
19_30_2013-05-17,4537.63095
19_30_2013-05-24,4509.62585
19_30_2013-05-31,4374.7553
19_30_2013-06-07,4551.33825
19_30_2013-06-14,4473.2853
19_30_2013-06-21,4534.771
19_30_2013-06-28,4804.31925
19_30_2013-07-05,4804.5528
19_30_2013-07-12,4875.74205
19_30_2013-07-19,4613.2677
19_30_2013-07-26,4362.46125
19_31_2012-11-02,2380.1613
19_31_2012-11-09,2578.29525
19_31_2012-11-16,2502.74025
19_31_2012-11-23,2998.16025
19_31_2012-11-30,3285.6162
19_31_2012-12-07,3317.316
19_31_2012-12-14,4748.88115
19_31_2012-12-21,7274.6289
19_31_2012-12-28,3039.3985
19_31_2013-01-04,2723.77185
19_31_2013-01-11,2556.79995
19_31_2013-01-18,2483.5918
19_31_2013-01-25,2518.15395
19_31_2013-02-01,2387.28775
19_31_2013-02-08,2437.0288
19_31_2013-02-15,2398.18115
19_31_2013-02-22,2254.8891
19_31_2013-03-01,2415.2866
19_31_2013-03-08,2326.782
19_31_2013-03-15,2395.56165
19_31_2013-03-22,2619.39025
19_31_2013-03-29,2646.7443
19_31_2013-04-05,2451.4728
19_31_2013-04-12,2280.8291
19_31_2013-04-19,2574.5309
19_31_2013-04-26,2609.1409
19_31_2013-05-03,2345.71365
19_31_2013-05-10,2445.6293
19_31_2013-05-17,2162.77505
19_31_2013-05-24,2588.5085
19_31_2013-05-31,2634.19415
19_31_2013-06-07,2355.9396
19_31_2013-06-14,2563.97525
19_31_2013-06-21,2467.883
19_31_2013-06-28,2609.5397
19_31_2013-07-05,2365.97425
19_31_2013-07-12,2546.49185
19_31_2013-07-19,2834.6188
19_31_2013-07-26,2767.61185
19_32_2012-11-02,7278.66305
19_32_2012-11-09,6677.2636
19_32_2012-11-16,6793.02975
19_32_2012-11-23,8027.5219
19_32_2012-11-30,7320.09925
19_32_2012-12-07,8391.84075
19_32_2012-12-14,12566.8579
19_32_2012-12-21,22156.40895
19_32_2012-12-28,10267.0588
19_32_2013-01-04,6590.78815
19_32_2013-01-11,5383.7924
19_32_2013-01-18,6580.4451
19_32_2013-01-25,4694.33535
19_32_2013-02-01,6235.2814
19_32_2013-02-08,6602.4501
19_32_2013-02-15,10460.5514
19_32_2013-02-22,5640.15725
19_32_2013-03-01,6138.70615
19_32_2013-03-08,6575.98285
19_32_2013-03-15,7016.4242
19_32_2013-03-22,6655.756
19_32_2013-03-29,7476.86745
19_32_2013-04-05,7130.1169
19_32_2013-04-12,6747.04945
19_32_2013-04-19,7010.90645
19_32_2013-04-26,6307.8996
19_32_2013-05-03,7134.24355
19_32_2013-05-10,6917.04775
19_32_2013-05-17,7129.483
19_32_2013-05-24,6683.3435
19_32_2013-05-31,6754.78295
19_32_2013-06-07,7226.64735
19_32_2013-06-14,6854.38945
19_32_2013-06-21,7001.1321
19_32_2013-06-28,7121.6089
19_32_2013-07-05,7170.10345
19_32_2013-07-12,7055.5396
19_32_2013-07-19,6601.75355
19_32_2013-07-26,6916.3771
19_33_2012-11-02,5638.1305
19_33_2012-11-09,5863.6567
19_33_2012-11-16,5886.74505
19_33_2012-11-23,11640.39365
19_33_2012-11-30,7034.25425
19_33_2012-12-07,8470.10035
19_33_2012-12-14,9043.67015
19_33_2012-12-21,11373.21045
19_33_2012-12-28,4823.86155
19_33_2013-01-04,3683.8722
19_33_2013-01-11,3545.54605
19_33_2013-01-18,5100.44105
19_33_2013-01-25,3706.3725
19_33_2013-02-01,5094.173
19_33_2013-02-08,5178.31885
19_33_2013-02-15,5884.4359
19_33_2013-02-22,5408.9451
19_33_2013-03-01,5353.84115
19_33_2013-03-08,5364.1135
19_33_2013-03-15,5621.0895
19_33_2013-03-22,5785.41065
19_33_2013-03-29,6635.23765
19_33_2013-04-05,5771.41545
19_33_2013-04-12,5464.33005
19_33_2013-04-19,5870.5903
19_33_2013-04-26,5202.5503
19_33_2013-05-03,5160.7775
19_33_2013-05-10,5440.9881
19_33_2013-05-17,5387.1236
19_33_2013-05-24,5958.2584
19_33_2013-05-31,6031.34725
19_33_2013-06-07,5623.77965
19_33_2013-06-14,5685.715
19_33_2013-06-21,5515.5138
19_33_2013-06-28,5327.0132
19_33_2013-07-05,6121.1339
19_33_2013-07-12,5316.4211
19_33_2013-07-19,6497.3319
19_33_2013-07-26,6884.3028
19_34_2012-11-02,17038.8689
19_34_2012-11-09,16116.01715
19_34_2012-11-16,14140.97995
19_34_2012-11-23,17309.7218
19_34_2012-11-30,16049.74955
19_34_2012-12-07,16802.47275
19_34_2012-12-14,17112.8521
19_34_2012-12-21,20803.9357
19_34_2012-12-28,13409.24295
19_34_2013-01-04,11607.5757
19_34_2013-01-11,11599.71835
19_34_2013-01-18,16384.66535
19_34_2013-01-25,11278.69685
19_34_2013-02-01,14318.15675
19_34_2013-02-08,14116.9105
19_34_2013-02-15,16584.86885
19_34_2013-02-22,15588.92165
19_34_2013-03-01,16561.02595
19_34_2013-03-08,15757.1988
19_34_2013-03-15,17683.6116
19_34_2013-03-22,16875.4923
19_34_2013-03-29,19411.6272
19_34_2013-04-05,17751.2682
19_34_2013-04-12,17849.4084
19_34_2013-04-19,18837.455
19_34_2013-04-26,15850.47925
19_34_2013-05-03,19017.00675
19_34_2013-05-10,19278.99265
19_34_2013-05-17,19139.3475
19_34_2013-05-24,19672.9969
19_34_2013-05-31,18954.19495
19_34_2013-06-07,19638.3595
19_34_2013-06-14,19332.685
19_34_2013-06-21,19443.7383
19_34_2013-06-28,20516.35435
19_34_2013-07-05,21375.6361
19_34_2013-07-12,20492.6987
19_34_2013-07-19,19894.4991
19_34_2013-07-26,18786.29745
19_35_2012-11-02,3637.35395
19_35_2012-11-09,3155.1735
19_35_2012-11-16,2498.7865
19_35_2012-11-23,3261.2464
19_35_2012-11-30,3152.8731
19_35_2012-12-07,3700.72345
19_35_2012-12-14,3703.0684
19_35_2012-12-21,4515.23195
19_35_2012-12-28,2847.1454
19_35_2013-01-04,2283.4557
19_35_2013-01-11,2161.6055
19_35_2013-01-18,3518.54275
19_35_2013-01-25,2310.0953
19_35_2013-02-01,2789.22895
19_35_2013-02-08,2735.0683
19_35_2013-02-15,3109.3341
19_35_2013-02-22,3154.28885
19_35_2013-03-01,3643.65475
19_35_2013-03-08,3193.0674
19_35_2013-03-15,3942.98495
19_35_2013-03-22,3697.84945
19_35_2013-03-29,4164.19175
19_35_2013-04-05,3958.4908
19_35_2013-04-12,3958.1799
19_35_2013-04-19,3909.7434
19_35_2013-04-26,3349.21345
19_35_2013-05-03,4120.60895
19_35_2013-05-10,4225.2802
19_35_2013-05-17,4523.7019
19_35_2013-05-24,4217.66935
19_35_2013-05-31,4141.1107
19_35_2013-06-07,4470.5086
19_35_2013-06-14,4311.25125
19_35_2013-06-21,4211.754
19_35_2013-06-28,4510.1002
19_35_2013-07-05,4765.92345
19_35_2013-07-12,4423.78975
19_35_2013-07-19,3870.0064
19_35_2013-07-26,3819.06315
19_36_2012-11-02,1900.44525
19_36_2012-11-09,2114.8807
19_36_2012-11-16,1742.12145
19_36_2012-11-23,1721.3263
19_36_2012-11-30,2009.64305
19_36_2012-12-07,2162.57075
19_36_2012-12-14,2233.14445
19_36_2012-12-21,3503.84105
19_36_2012-12-28,2015.9047
19_36_2013-01-04,1725.49815
19_36_2013-01-11,1515.15615
19_36_2013-01-18,1944.69305
19_36_2013-01-25,1146.87115
19_36_2013-02-01,1570.66725
19_36_2013-02-08,2095.2385
19_36_2013-02-15,2180.18285
19_36_2013-02-22,1837.05625
19_36_2013-03-01,1965.32265
19_36_2013-03-08,1399.31975
19_36_2013-03-15,1921.0888
19_36_2013-03-22,2408.7441
19_36_2013-03-29,2473.5677
19_36_2013-04-05,2125.87635
19_36_2013-04-12,2229.71835
19_36_2013-04-19,1871.09195
19_36_2013-04-26,1751.36355
19_36_2013-05-03,1855.46125
19_36_2013-05-10,2196.7708
19_36_2013-05-17,2412.2105
19_36_2013-05-24,1972.3364
19_36_2013-05-31,1751.4094
19_36_2013-06-07,2274.3104
19_36_2013-06-14,1739.99315
19_36_2013-06-21,1945.29245
19_36_2013-06-28,2043.41425
19_36_2013-07-05,2502.0085
19_36_2013-07-12,1922.558
19_36_2013-07-19,1862.95795
19_36_2013-07-26,1629.21085
19_37_2012-11-02,2624.3539
19_37_2012-11-09,2966.1201
19_37_2012-11-16,2913.7083
19_37_2012-11-23,3655.9243
19_37_2012-11-30,3182.9823
19_37_2012-12-07,3381.80355
19_37_2012-12-14,2799.48205
19_37_2012-12-21,2902.4215
19_37_2012-12-28,2949.7585
19_37_2013-01-04,3051.49095
19_37_2013-01-11,2770.4462
19_37_2013-01-18,2804.2319
19_37_2013-01-25,2424.66585
19_37_2013-02-01,2675.62875
19_37_2013-02-08,2674.28295
19_37_2013-02-15,2746.1684
19_37_2013-02-22,2832.8668
19_37_2013-03-01,2823.3628
19_37_2013-03-08,2589.6694
19_37_2013-03-15,2756.14885
19_37_2013-03-22,2711.4537
19_37_2013-03-29,2680.38845
19_37_2013-04-05,2636.7408
19_37_2013-04-12,2688.6097
19_37_2013-04-19,2789.3071
19_37_2013-04-26,2844.2579
19_37_2013-05-03,2583.33235
19_37_2013-05-10,2683.1646
19_37_2013-05-17,2565.94235
19_37_2013-05-24,2550.18765
19_37_2013-05-31,2654.0223
19_37_2013-06-07,2542.93115
19_37_2013-06-14,2595.23265
19_37_2013-06-21,2566.68485
19_37_2013-06-28,2563.05605
19_37_2013-07-05,2586.04
19_37_2013-07-12,2586.66055
19_37_2013-07-19,2755.2109
19_37_2013-07-26,2792.22975
19_38_2012-11-02,76649.3883
19_38_2012-11-09,79218.9556
19_38_2012-11-16,74383.4521
19_38_2012-11-23,60235.24835
19_38_2012-11-30,78752.1001
19_38_2012-12-07,80971.0183
19_38_2012-12-14,77176.23875
19_38_2012-12-21,73686.9678
19_38_2012-12-28,68258.3465
19_38_2013-01-04,83173.01845
19_38_2013-01-11,78230.47985
19_38_2013-01-18,75192.50295
19_38_2013-01-25,85902.03885
19_38_2013-02-01,77402.62405
19_38_2013-02-08,78628.8754
19_38_2013-02-15,77604.2315
19_38_2013-02-22,67693.7686
19_38_2013-03-01,76478.24035
19_38_2013-03-08,78302.8936
19_38_2013-03-15,76271.83025
19_38_2013-03-22,76412.39115
19_38_2013-03-29,75946.6204
19_38_2013-04-05,78164.71855
19_38_2013-04-12,74263.24665
19_38_2013-04-19,70736.8102
19_38_2013-04-26,72215.80895
19_38_2013-05-03,72054.5941
19_38_2013-05-10,71334.6996
19_38_2013-05-17,71514.8914
19_38_2013-05-24,69797.7576
19_38_2013-05-31,70101.25665
19_38_2013-06-07,72746.79985
19_38_2013-06-14,71023.7014
19_38_2013-06-21,71886.4697
19_38_2013-06-28,72756.58455
19_38_2013-07-05,71442.97615
19_38_2013-07-12,71598.23675
19_38_2013-07-19,70218.2858
19_38_2013-07-26,69284.43185
19_39_2012-11-02,13.25355
19_39_2012-11-09,14.80315
19_39_2012-11-16,17.30635
19_39_2012-11-23,20.28635
19_39_2012-11-30,20.16715
19_39_2012-12-07,15.86105
19_39_2012-12-14,14.56475
19_39_2012-12-21,13.49195
19_39_2012-12-28,13.4398
19_39_2013-01-04,13.95385
19_39_2013-01-11,13.84955
19_39_2013-01-18,16.0026
19_39_2013-01-25,15.0937
19_39_2013-02-01,12.41915
19_39_2013-02-08,12.37445
19_39_2013-02-15,14.63925
19_39_2013-02-22,15.5258
19_39_2013-03-01,18.2376
19_39_2013-03-08,12.6501
19_39_2013-03-15,13.7974
19_39_2013-03-22,15.6152
19_39_2013-03-29,15.87595
19_39_2013-04-05,14.22205
19_39_2013-04-12,14.80315
19_39_2013-04-19,18.5952
19_39_2013-04-26,12.6054
19_39_2013-05-03,13.3951
19_39_2013-05-10,16.5092
19_39_2013-05-17,15.6003
19_39_2013-05-24,15.41405
19_39_2013-05-31,17.29145
19_39_2013-06-07,13.0077
19_39_2013-06-14,14.9
19_39_2013-06-21,14.68395
19_39_2013-06-28,10.91425
19_39_2013-07-05,12.5309
19_39_2013-07-12,12.516
19_39_2013-07-19,14.50515
19_39_2013-07-26,14.3636
19_40_2012-11-02,54070.549
19_40_2012-11-09,55482.67215
19_40_2012-11-16,54024.18065
19_40_2012-11-23,46604.55465
19_40_2012-11-30,55313.61865
19_40_2012-12-07,55070.92805
19_40_2012-12-14,55985.71505
19_40_2012-12-21,57675.39295
19_40_2012-12-28,48700.0309
19_40_2013-01-04,54137.1791
19_40_2013-01-11,53267.26985
19_40_2013-01-18,54410.16525
19_40_2013-01-25,55666.2305
19_40_2013-02-01,56017.32225
19_40_2013-02-08,57218.32345
19_40_2013-02-15,54613.40565
19_40_2013-02-22,55803.37
19_40_2013-03-01,54986.4211
19_40_2013-03-08,55510.5094
19_40_2013-03-15,54815.59065
19_40_2013-03-22,55299.0661
19_40_2013-03-29,55182.54725
19_40_2013-04-05,55607.0559
19_40_2013-04-12,54336.0867
19_40_2013-04-19,53354.15095
19_40_2013-04-26,53157.61265
19_40_2013-05-03,53190.02945
19_40_2013-05-10,53209.32095
19_40_2013-05-17,53549.29115
19_40_2013-05-24,53565.85585
19_40_2013-05-31,53397.39605
19_40_2013-06-07,53807.12685
19_40_2013-06-14,53184.0904
19_40_2013-06-21,53210.9547
19_40_2013-06-28,52338.39325
19_40_2013-07-05,53780.4727
19_40_2013-07-12,51909.1242
19_40_2013-07-19,52588.0705
19_40_2013-07-26,52580.63735
19_41_2012-11-02,2535.91895
19_41_2012-11-09,4370.30865
19_41_2012-11-16,3587.84665
19_41_2012-11-23,4862.38
19_41_2012-11-30,3964.1572
19_41_2012-12-07,5583.85965
19_41_2012-12-14,6380.57505
19_41_2012-12-21,9593.3245
19_41_2012-12-28,2972.00605
19_41_2013-01-04,1869.5713
19_41_2013-01-11,1609.55315
19_41_2013-01-18,2181.87185
19_41_2013-01-25,1837.1769
19_41_2013-02-01,2300.56445
19_41_2013-02-08,2367.7767
19_41_2013-02-15,2792.23555
19_41_2013-02-22,1929.3639
19_41_2013-03-01,2210.00575
19_41_2013-03-08,2072.2381
19_41_2013-03-15,2294.8438
19_41_2013-03-22,2387.06675
19_41_2013-03-29,2576.75035
19_41_2013-04-05,2412.6086
19_41_2013-04-12,2218.86775
19_41_2013-04-19,2613.86875
19_41_2013-04-26,2583.1816
19_41_2013-05-03,2351.98735
19_41_2013-05-10,2848.8108
19_41_2013-05-17,2454.6276
19_41_2013-05-24,2986.71305
19_41_2013-05-31,3081.86405
19_41_2013-06-07,2758.8178
19_41_2013-06-14,2843.46105
19_41_2013-06-21,2898.53035
19_41_2013-06-28,2625.3111
19_41_2013-07-05,2405.59445
19_41_2013-07-12,2531.7113
19_41_2013-07-19,3066.13225
19_41_2013-07-26,3067.2331
19_42_2012-11-02,6931.40645
19_42_2012-11-09,7109.33775
19_42_2012-11-16,6836.62255
19_42_2012-11-23,6511.53215
19_42_2012-11-30,6350.1106
19_42_2012-12-07,6599.54535
19_42_2012-12-14,5800.972
19_42_2012-12-21,5952.00195
19_42_2012-12-28,5050.1408
19_42_2013-01-04,5311.73705
19_42_2013-01-11,6058.82075
19_42_2013-01-18,6310.601
19_42_2013-01-25,5160.3011
19_42_2013-02-01,5917.96385
19_42_2013-02-08,5929.10075
19_42_2013-02-15,5563.61745
19_42_2013-02-22,6287.08185
19_42_2013-03-01,6649.69
19_42_2013-03-08,6346.83525
19_42_2013-03-15,7106.30555
19_42_2013-03-22,6281.92265
19_42_2013-03-29,6611.2127
19_42_2013-04-05,6784.58865
19_42_2013-04-12,6957.00815
19_42_2013-04-19,6829.76865
19_42_2013-04-26,6419.2296
19_42_2013-05-03,6707.6274
19_42_2013-05-10,6862.2833
19_42_2013-05-17,6908.56535
19_42_2013-05-24,6775.8557
19_42_2013-05-31,6737.82005
19_42_2013-06-07,6702.0801
19_42_2013-06-14,6724.1189
19_42_2013-06-21,6819.7534
19_42_2013-06-28,6826.22295
19_42_2013-07-05,6741.68315
19_42_2013-07-12,6741.39625
19_42_2013-07-19,6832.97555
19_42_2013-07-26,6884.1301
19_44_2012-11-02,5278.0419
19_44_2012-11-09,5774.74695
19_44_2012-11-16,5699.30815
19_44_2012-11-23,9044.70855
19_44_2012-11-30,7319.0654
19_44_2012-12-07,7695.50765
19_44_2012-12-14,7842.60715
19_44_2012-12-21,10397.3048
19_44_2012-12-28,5219.86195
19_44_2013-01-04,4356.9564
19_44_2013-01-11,4567.36105
19_44_2013-01-18,5180.86555
19_44_2013-01-25,4714.114
19_44_2013-02-01,5519.00735
19_44_2013-02-08,5810.8419
19_44_2013-02-15,5806.4077
19_44_2013-02-22,5482.6669
19_44_2013-03-01,5648.9869
19_44_2013-03-08,5660.6021
19_44_2013-03-15,5537.326
19_44_2013-03-22,5685.05695
19_44_2013-03-29,5647.76835
19_44_2013-04-05,5452.0656
19_44_2013-04-12,5459.5837
19_44_2013-04-19,5411.4321
19_44_2013-04-26,5381.205
19_44_2013-05-03,5430.7064
19_44_2013-05-10,5514.79905
19_44_2013-05-17,5636.9719
19_44_2013-05-24,5511.8677
19_44_2013-05-31,5463.363
19_44_2013-06-07,5527.79845
19_44_2013-06-14,5511.8486
19_44_2013-06-21,5443.054
19_44_2013-06-28,5139.6511
19_44_2013-07-05,5180.442
19_44_2013-07-12,5176.8908
19_44_2013-07-19,5346.6939
19_44_2013-07-26,5013.09385
19_46_2012-11-02,20270.9285
19_46_2012-11-09,20225.38805
19_46_2012-11-16,19961.3631
19_46_2012-11-23,19145.2731
19_46_2012-11-30,20558.4621
19_46_2012-12-07,21577.41335
19_46_2012-12-14,24764.0324
19_46_2012-12-21,34257.59105
19_46_2012-12-28,21804.4369
19_46_2013-01-04,17974.57735
19_46_2013-01-11,17537.96295
19_46_2013-01-18,19904.2919
19_46_2013-01-25,19588.7644
19_46_2013-02-01,19237.0335
19_46_2013-02-08,19255.2563
19_46_2013-02-15,20129.4192
19_46_2013-02-22,19876.14365
19_46_2013-03-01,20440.9684
19_46_2013-03-08,20203.36445
19_46_2013-03-15,20311.1345
19_46_2013-03-22,21095.40825
19_46_2013-03-29,21897.652
19_46_2013-04-05,20928.8057
19_46_2013-04-12,20331.7349
19_46_2013-04-19,19890.20045
19_46_2013-04-26,19780.02135
19_46_2013-05-03,20184.46035
19_46_2013-05-10,20239.23825
19_46_2013-05-17,20331.5777
19_46_2013-05-24,20442.57045
19_46_2013-05-31,20459.25855
19_46_2013-06-07,20564.1706
19_46_2013-06-14,20361.70525
19_46_2013-06-21,20085.8747
19_46_2013-06-28,20175.07125
19_46_2013-07-05,21276.41225
19_46_2013-07-12,20243.79335
19_46_2013-07-19,20369.07705
19_46_2013-07-26,19872.14685
19_47_2012-11-23,-22.69
19_47_2012-12-28,212.085
19_47_2013-05-24,64.245
19_47_2013-07-12,195.77
19_47_2013-07-26,110.26
19_49_2012-11-02,5369.56855
19_49_2012-11-09,3384.02455
19_49_2012-11-16,5557.85105
19_49_2012-11-23,3528.674
19_49_2012-11-30,5056.03555
19_49_2012-12-07,4738.92025
19_49_2012-12-14,5764.56175
19_49_2012-12-21,4926.7023
19_49_2012-12-28,4203.8564
19_49_2013-01-04,5171.87405
19_49_2013-01-11,6516.27555
19_49_2013-01-18,5926.3664
19_49_2013-01-25,7126.7377
19_49_2013-02-01,6403.1753
19_49_2013-02-08,6211.59295
19_49_2013-02-15,5600.1823
19_49_2013-02-22,5774.2158
19_49_2013-03-01,5948.3745
